Team: 100 Thieves, Player: Boostio, Mouse: Lamzu Maya X Pink, Hz: 8000.0, DPI: 800.0, Sens: 0.233, eDPI: 186.4, Scoped Sens: 1.0, Monitor: LG ULTRAGEAR 27GN750-B, Resolution: 1920x1080, Mousepad: ZOWIE G-SR-SE Rouge, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: HyperX Cloud II, Chair: NULL
Team: Global Esports, Player: Benkai, Mouse: Pulsar X2H Es, Hz: 1000.0, DPI: 800.0, Sens: 0.25, eDPI: 200.0, Scoped Sens: 0.7, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: Artisan FX Hien Soft Black, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: EPOS H6PRO White, Chair: NULL
Team: GODSENT, Player: Meddo, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.25, eDPI: 200.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: NULL, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: SteelSeries Arctis Pro White, Chair: NULL
Team: JiJieHao, Player: tixx, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.14, eDPI: 224.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: Secretlab Titan EVO 2022
Team: Joblife, Player: starxo, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.39, eDPI: 312.0, Scoped Sens: 1.0, Monitor: ASUS ROG STRIX XG248Q, Resolution: 1280x1024, Mousepad: ZOWIE G-SR-SE Gris, Keyboard: Logitech G Pro X Keyboard, Headset: HyperX Cloud II, Chair: NULL
Team: Joblife, Player: Jesse, Mouse: VAXEE ZYGEN NP-01S V2 Wireless Deep Blue, Hz: 4000.0, DPI: 800.0, Sens: 0.346, eDPI: 276.8, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: VAXEE PB Black, Keyboard: MelGeek Made68 Pro, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Joblife, Player: Akumaaaaaaa, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 400.0, Sens: 0.8, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2746S, Resolution: 1920x1080, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Joblife, Player: UNFAKE, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.3, eDPI: 240.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: NULL, Headset: HyperX Cloud II, Chair: NULL
Team: Karmine Corp, Player: Saadhak, Mouse: Logitech G Pro X Superlight 2 Dex White, Hz: 1000.0, DPI: 800.0, Sens: 0.4, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: VAXEE PA B22, Keyboard: ZENAIM Keyboard, Headset: HyperX Cloud II, Chair: Secretlab Titan EVO 2022
Team: Karmine Corp, Player: Elite, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 1000.0, DPI: 800.0, Sens: 0.32, eDPI: 256.0, Scoped Sens: NULL, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn Pro V2 Red, Keyboard: Logitech G Pro X TKL RAPID Black, Headset: HyperX Cloud II, Chair: NULL
Team: Karmine Corp, Player: marteen, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.39, eDPI: 312.0, Scoped Sens: 1.587, Monitor: Alienware AW2518H, Resolution: 1920x1080, Mousepad: Artisan Type-99 Matcha, Keyboard: Wooting 60HE+, Headset: Logitech G PRO X 2 Headset Black, Chair: NULL
Team: Karmine Corp, Player: Suygetsu, Mouse: Logitech G Pro X Superlight 2 Dex Magenta, Hz: 1000.0, DPI: 800.0, Sens: 0.2, eDPI: 160.0, Scoped Sens: 1.1, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Orange, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro Black, Chair: Backforce One NAVI Edition
Team: Kizuna Esports, Player: SHINSEI, Mouse: Razer Viper V3 Pro White, Hz: 4000.0, DPI: 1000.0, Sens: 0.35, eDPI: 350.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1440x1080, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro TKL White, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: KOI, Player: flyuh, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.362, eDPI: 289.6, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1280x1024, Mousepad: SteelSeries QcK Heavy, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: KOI, Player: Sheydos, Mouse: Logitech G Pro X Superlight Red, Hz: 1000.0, DPI: 400.0, Sens: 0.83, eDPI: 332.0, Scoped Sens: 1.1, Monitor: ZOWIE XL2546K, Resolution: 1280x960, Mousepad: Razer Gigantus V2, Keyboard: Logitech G Pro X Keyboard, Headset: Logitech G Pro X Headset, Chair: Razer Iskur
Team: KOI, Player: Filu, Mouse: Razer Viper V3 Pro Faker Edition, Hz: 4000.0, DPI: 800.0, Sens: 0.285, eDPI: 228.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman Mini, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: KOI, Player: soulcas, Mouse: Lamzu Atlantis Mini Pro, Hz: 4000.0, DPI: 1600.0, Sens: 0.121, eDPI: 193.6, Scoped Sens: 0.88, Monitor: Alienware AW2521H, Resolution: 2560x1440, Mousepad: Custom Mousepad, Keyboard: Wooting 60HE+, Headset: Audeze Maxwell, Chair: NULL
Team: KOI, Player: GRUBINHO, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.135, eDPI: 216.0, Scoped Sens: NULL, Monitor: ASUS TUF VG258QM, Resolution: 1920x1080, Mousepad: Artisan FX Hien XSoft Wine Red, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: KOI Fenix, Player: Pika, Mouse: Razer Viper V2 Pro Black, Hz: 8000.0, DPI: 1600.0, Sens: 0.18, eDPI: 288.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2746S, Resolution: 1920x1080, Mousepad: WALLHACK SY-001, Keyboard: Wooting 60HE+, Headset: NULL, Chair: NULL
Team: KOI Fenix, Player: Guardy, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.14, eDPI: 224.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1568x1080, Mousepad: VAXEE PA Lemonade, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: HyperX Cloud II, Chair: NULL
Team: KOI Fenix, Player: OLIZERA, Mouse: Logitech G Pro X Superlight 2 White, Hz: 2000.0, DPI: 800.0, Sens: 0.35, eDPI: 280.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn Pro Red, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2, Chair: Secretlab Titan EVO 2022
Team: KOI Fenix, Player: MONSTEERR, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 1000.0, DPI: 800.0, Sens: 0.4, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566X+, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn Pro, Keyboard: Wooting 60HE+, Headset: Logitech G Pro X Headset, Chair: NULL
Team: KOI Fenix, Player: ZachKappa, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 2000.0, DPI: 800.0, Sens: 0.32, eDPI: 2000.0, Scoped Sens: 0.6, Monitor: ZOWIE XL2566X+, Resolution: 1280x960, Mousepad: Lethal Gaming Gear Saturn Pro, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: KPI Gaming, Player: 7ssk7, Mouse: Finalmouse Ultralight X Medium, Hz: 4000.0, DPI: 1600.0, Sens: 0.11, eDPI: 176.0, Scoped Sens: 1.0, Monitor: ASUS ROG SWIFT PG259QN, Resolution: 1600x900, Mousepad: Artisan Ninja FX Zero Soft Orange, Keyboard: Wooting 60HE+, Headset: beyerdynamic DT 770 Pro, Chair: Secretlab Titan EVO 2022
Team: KRÜ Esports, Player: adverso, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 400.0, Sens: 0.5, eDPI: 200.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1920x1080, Mousepad: X-raypad Aqua Control+, Keyboard: Varmilo VA87M Summit, Headset: HyperX Cloud II Wireless, Chair: NULL
Team: KRÜ Esports, Player: Shyy, Mouse: Razer Viper V2 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.32, eDPI: 256.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn Pro, Keyboard: Razer BlackWidow V3 Mini, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: KRÜ Esports, Player: keznit, Mouse: VAXEE ZYGEN NP-01S V2 Wireless Pink, Hz: 2000.0, DPI: 800.0, Sens: 0.346, eDPI: 276.8, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn Pro, Keyboard: Wooting 60HE+, Headset: Logitech G PRO X 2 Headset Black, Chair: NULL
Team: KRÜ Esports, Player: Melser, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 1000.0, DPI: 400.0, Sens: 0.56, eDPI: 224.0, Scoped Sens: 1.0, Monitor: Alienware AW2521H, Resolution: 1920x1080, Mousepad: Artisan Type-99 Matcha, Keyboard: Wooting 60HE+, Headset: Logitech G Pro X Headset, Chair: NULL
Team: KRÜ Esports, Player: Mazino, Mouse: Logitech G Pro X Superlight 2 Dex Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.22, eDPI: 352.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud Flight, Chair: NULL
Team: LAZE, Player: Dzii, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.275, eDPI: 220.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Leviatan, Player: Demon1, Mouse: G-Wolves Hati S+ 4K, Hz: 1000.0, DPI: 1600.0, Sens: 0.1, eDPI: 160.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2586X+, Resolution: 1920x1080, Mousepad: ZOWIE G-SR-SE Rouge, Keyboard: ASUS ROG Falchion Ace HFX, Headset: ROG Pelta, Chair: Secretlab Titan EVO 2022
Team: Leviatan, Player: nataNk, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.2, eDPI: 320.0, Scoped Sens: 1.2, Monitor: Alienware AW2521H, Resolution: 1280x960, Mousepad: VAXEE PA O22, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: Leviatan, Player: kiNgg, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.24, eDPI: 192.0, Scoped Sens: 1.0, Monitor: ASUS TUF VG258QM, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Leviatan, Player: okeanos, Mouse: Lamzu Maya X Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.09, eDPI: 144.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566X+, Resolution: 1920x1080, Mousepad: Kurosun Shogun, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Leviatan, Player: C0M, Mouse: Razer Viper V3 Pro Sentinels Edition, Hz: 1000.0, DPI: 800.0, Sens: 0.27, eDPI: 216.0, Scoped Sens: 0.9, Monitor: ZOWIE XL2566K, Resolution: 1440x1080, Mousepad: ATK Sky, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: NULL
Team: Leviatan, Player: curry, Mouse: ASUS ROG Harpe Ace, Hz: 1000.0, DPI: 1600.0, Sens: 0.18, eDPI: 288.0, Scoped Sens: 1.0, Monitor: ASUS PG248QP, Resolution: 1920x1080, Mousepad: ASUS ROG Hone Ace Aim Lab, Keyboard: ASUS ROG Falchion Ace, Headset: HyperX Cloud II Wireless, Chair: Razer Iskur V2
Team: Leviatan, Player: tex, Mouse: ZOWIE U2, Hz: 2000.0, DPI: 800.0, Sens: 0.32, eDPI: 256.0, Scoped Sens: 1.2, Monitor: ASUS VG248QE, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: NULL
Team: Leviatan, Player: Rossy, Mouse: Razer Deathadder V3 Pro White, Hz: 1000.0, DPI: 1600.0, Sens: 0.155, eDPI: 248.0, Scoped Sens: 1.0, Monitor: ASUS TUF VG279QM, Resolution: 1280x1024, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Logitech G Pro X Headset, Chair: Razer Iskur V2
Team: Los Grandes, Player: jzz, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.3, eDPI: 240.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1920x1080, Mousepad: VAXEE PA FunSpark V2, Keyboard: Logitech G Pro X Keyboard, Headset: HyperX Cloud II Gun Metal, Chair: NULL
Team: Los Grandes, Player: frz, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.32, eDPI: 256.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: VAXEE PA Black, Keyboard: Logitech G915 TKL Carbon, Headset: HyperX Cloud II, Chair: Secretlab Titan EVO 2022
Team: Los Grandes, Player: mazin, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.35, eDPI: 280.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: SteelSeries QcK Heavy, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: HyperX Cloud II, Chair: NULL
Team: Los Grandes, Player: qck, Mouse: Razer Viper V3 Pro Black, Hz: 8000.0, DPI: 1600.0, Sens: 0.2, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1280x882, Mousepad: SkyPAD 3.0, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro White, Chair: Razer Iskur V2
Team: LOUD, Player: pANcada, Mouse: Pulsar Xlite V3 Es Black, Hz: 1000.0, DPI: 800.0, Sens: 0.28, eDPI: 224.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: VAXEE PE-K GEh Pink, Keyboard: Pulsar PCMK 2 HE TKL, Headset: Logitech G735, Chair: DXRacer Prince
Team: LOUD, Player: cauanzin, Mouse: Pulsar Xlite V3 Es Red, Hz: 1000.0, DPI: 1600.0, Sens: 0.12, eDPI: 192.0, Scoped Sens: 0.77, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Pulsar ES2, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: NULL
Team: LOUD, Player: dgzin, Mouse: Razer Deathadder V3 Pro White, Hz: 2000.0, DPI: 400.0, Sens: 0.3, eDPI: 120.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1280x768, Mousepad: Lethal Gaming Gear Saturn Pro, Keyboard: Pulsar PCMK 2 HE TKL, Headset: NULL, Chair: DXRacer Prince
Team: LOUD, Player: tuyz, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 8000.0, DPI: 800.0, Sens: 0.2, eDPI: 160.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: DXRacer Prince
Team: M80, Player: Kyu, Mouse: Razer Viper V3 Pro Faker Edition, Hz: 2000.0, DPI: 800.0, Sens: 0.3, eDPI: 240.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1280x960, Mousepad: Artisan Type-99 Matcha, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: NULL, Chair: NULL
Team: M80, Player: bao, Mouse: Razer Viper V3 Pro Faker Edition, Hz: 4000.0, DPI: 1600.0, Sens: 0.16, eDPI: 256.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2746S, Resolution: 1920x1080, Mousepad: Artisan Raiden FX Mid, Keyboard: Wooting 80HE Black, Headset: Razer BlackShark V2 Pro White, Chair: Razer Iskur V2
Team: M80, Player: Victor, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 800.0, Sens: 0.275, eDPI: 220.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Orange, Keyboard: Wooting 60HE+, Headset: Razer BlackShark V2, Chair: Secretlab Titan EVO 2022
Team: M80, Player: Sato, Mouse: Razer Viper V3 Pro Faker Edition, Hz: 2000.0, DPI: 1600.0, Sens: 0.1, eDPI: 160.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Hayate Otsu Mid Wine Red, Keyboard: NULL, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Mandatory, Player: TakaS, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 400.0, Sens: 0.48, eDPI: 192.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: ZOWIE G-SR-SE Gris, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: Mandatory, Player: Enzo, Mouse: Lamzu Inca Black, Hz: 1000.0, DPI: 800.0, Sens: 0.314, eDPI: 251.2, Scoped Sens: 1.0, Monitor: Alienware AW2523HF, Resolution: 1440x1080, Mousepad: VAXEE PB Black, Keyboard: Pulsar PCMK 2 HE TKL, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: Mandatory, Player: keloqz, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 400.0, Sens: 0.44, eDPI: 176.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Logitech G640 Original, Keyboard: Razer Huntsman V3 Pro, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: Mandatory, Player: HyP, Mouse: Razer Viper V3 Pro Black, Hz: 8000.0, DPI: 3200.0, Sens: 0.087, eDPI: 278.4, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1920x1080, Mousepad: NULL, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: Maryville Esports, Player: Ange, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.14, eDPI: 224.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1920x1080, Mousepad: Razer Acari, Keyboard: Razer Huntsman Mini, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: Maryville Esports, Player: ec1s, Mouse: Razer Viper V3 Pro Black, Hz: 1000.0, DPI: 800.0, Sens: 0.314, eDPI: 251.2, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn Pro, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: HyperX Cloud II, Chair: Razer Iskur V2
Team: Maryville Esports, Player: geeza, Mouse: Lamzu Maya X Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.125, eDPI: 200.0, Scoped Sens: 1.0, Monitor: AlienWare AW2518HF, Resolution: 1920x1080, Mousepad: Artisan FX Hien Soft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: Razer Iskur V2
Team: Metizport, Player: aNguiSt, Mouse: Razer Viper V2 Pro Black, Hz: 2000.0, DPI: 800.0, Sens: 0.25, eDPI: 200.0, Scoped Sens: 0.96, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Razer Strider, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Metizport, Player: SEIDER, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 1600.0, Sens: 0.15, eDPI: 240.0, Scoped Sens: 1.0, Monitor: NULL, Resolution: 1280x960, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V2 TKL, Headset: Logitech G Pro X Wireless Headset, Chair: NULL
Team: MIBR, Player: artzin, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 1600.0, Sens: 0.3, eDPI: 480.0, Scoped Sens: NULL, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: ZOWIE G-SR-SE Gris, Keyboard: SteelSeries Apex Pro TKL (2023), Headset: HyperX Cloud II, Chair: NULL
Team: MIBR, Player: nzr, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.45, eDPI: 360.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: VAXEE PA PRIZM, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: MIBR, Player: cortezia, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 4000.0, DPI: 800.0, Sens: 0.16, eDPI: 128.0, Scoped Sens: 0.7, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: VAXEE PA B22, Keyboard: MelGeek Made68 Pro, Headset: HyperX Cloud III, Chair: NULL
Team: MIBR, Player: tteuw, Mouse: Logitech G402, Hz: 1000.0, DPI: 2000.0, Sens: 0.375, eDPI: 750.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: SteelSeries QcK Heavy, Keyboard: NULL, Headset: Logitech G Pro X Headset, Chair: NULL
Team: MIBR, Player: Sacy, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 2000.0, DPI: 800.0, Sens: 0.48, eDPI: 384.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn Pro V2, Keyboard: Wooting Two HE, Headset: Logitech G Pro X Headset, Chair: NULL
Team: MIBR, Player: Verno, Mouse: Logitech G Pro X Superlight Black, Hz: 1000.0, DPI: 3200.0, Sens: 0.032, eDPI: 102.4, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero XSoft Black, Keyboard: Wooting 60HE+, Headset: HyperX Cloud II, Chair: NULL
Team: MIBR, Player: aspas, Mouse: Logitech G Pro X Superlight 2 White, Hz: 4000.0, DPI: 800.0, Sens: 0.4, eDPI: 320.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2586X, Resolution: 1920x1080, Mousepad: Artisan Ninja FX Zero Soft Orange, Keyboard: ATK RS6 (unreleased), Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: Motiv Esports, Player: sushiboys, Mouse: VAXEE ZYGEN NP-01S Wireless Pink, Hz: 1000.0, DPI: 800.0, Sens: 0.37, eDPI: 296.0, Scoped Sens: 0.9, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: ZOWIE G-SR, Keyboard: Glorious GMMK Pro, Headset: Logitech G Pro X Headset, Chair: NULL
Team: Motiv Esports, Player: Vera, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 1600.0, Sens: 0.154, eDPI: 246.4, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: NULL
Team: Motiv Esports, Player: Wayne, Mouse: Razer Viper V3 Pro White, Hz: 1000.0, DPI: 800.0, Sens: 0.4, eDPI: 320.0, Scoped Sens: 0.8, Monitor: ZOWIE XL2546K, Resolution: 1920x1080, Mousepad: Lethal Gaming Gear Saturn Pro, Keyboard: Razer Huntsman V3 Pro, Headset: Razer BlackShark V2 Pro White, Chair: NULL
Team: MOUZ, Player: Obnoks, Mouse: Razer Deathadder V3 Pro Black, Hz: 1000.0, DPI: 400.0, Sens: 0.333, eDPI: 131.2, Scoped Sens: 1.0, Monitor: AOC AG254FG, Resolution: 1920x1080, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro White, Chair: Razer Iskur V2
Team: MOUZ, Player: iluri, Mouse: Razer Deathadder V3 Pro Black, Hz: 4000.0, DPI: 800.0, Sens: 0.32, eDPI: 256.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2546K, Resolution: 1280x960, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: MOUZ, Player: Lime, Mouse: Logitech G Pro X Superlight 2 Black, Hz: 2000.0, DPI: 1600.0, Sens: 0.171, eDPI: 273.6, Scoped Sens: 1.0, Monitor: ASUS TUF VG259QM, Resolution: 1920x1080, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: MOUZ, Player: bipo, Mouse: Razer Viper V3 Pro Black, Hz: 4000.0, DPI: 800.0, Sens: 0.39, eDPI: 312.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2566K, Resolution: 1920x1080, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro Mini Black, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
Team: MOUZ, Player: Fizzy, Mouse: Razer Viper V3 Pro Black, Hz: 8000.0, DPI: 1600.0, Sens: 0.12, eDPI: 192.0, Scoped Sens: 1.0, Monitor: ZOWIE XL2540K, Resolution: 1920x1080, Mousepad: Razer Gigantus V2, Keyboard: Razer Huntsman V3 Pro TKL Black, Headset: Razer BlackShark V2 Pro Black, Chair: Razer Iskur V2
